,descricao,calculado,correto,volumeTipo,qtdInsumos,farma,incerteza,ajuste,criado
4321,30 CAP | NUTRICOLIN  100MG; ACIDO HIALURONICO PO  30MG; BIOTINA  5MG; METILFOLATO   50MCG; CISTINA  15MG; CISTEÍNA  40MG; METIONINA  100MG; QUERCETINA  30MG,105.51819735000001,126.0,CAP,8,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 22:00:12
4322,30 CAP | PRUNUS AFRICANA L  100MG; CAMELIA SINENSIS  100MG; COBRE   1MG; ZINCO  10MG; SOJA   100MG,48.60553125,45.2,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 22:00:12
4323,90 CAP | CLOMIFENO CITRATO  25MG; ZINCO QUELADO  50MG; COBRE QUELADO 1.500MG,110.49536857499999,125.5,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 22:00:12
4324,50 G   | ACIDO GLICOLICO  70%; GEL NATROSOL BASE  50G,55.112725,88.7,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:58:12
4325,30 CAP | COLAGENO TIPO 2  40MG,32.88137999999999,56.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:57:12
4326,15 G   | ACIDO TRICLOROACETICO 3.750%; ACIDO LACTICO  15%; BASE GEL  15G,4.162825575,39.9,G,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:57:12
4327,30 G   | ACIDO AZELAICO  150MG; BASE GEL  1G,1.0987125,51.8,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:56:12
4328,60 CAP | FEMPROPOREX  25MG,190.03875000000002,206.7,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:54:11
4329,90 CAP | ORLISTAT  100MG,156.26425500000002,172.2,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:54:11
4330,60 CAP | VITAMINA D3  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 MK7  100MCG,9.789,47.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:54:11
4331,90 CAP | CAPSULAS UNHAS E CABELOS  90CAP,49.729504500000004,66.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:53:12
4332,7 ML  | CICLOPIROX OLAMINA  8%; ESMALTE PARA CICLOPIROX  7ML,14.292955775,39.9,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-22 21:53:12
4333,60 CAP | DOXICICLINA CLORIDRATO  100MG,71.44605,91.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:53:12
4334,180 CAP | PANCREATINA 10000UI  193MG; SAIS BILIARES PO  100MG; PAPAINA  200MG; BETAINA CLORIDRATO  200MG,225.55922364000003,296.3,CAP,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:52:12
4335,150 ML  | CETOCONAZOL  2%; ACIDO SALICILICO  2%; OLEO DE MELALEUCA  1%; BASE SHAMPOO TRANSPARENTE  150ML,34.3757532,54.7,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:51:12
4336,60 CAP | PRASTERONA  50MG,324.0,336.1,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:49:13
4337,30 G   | HYALOBOSTER-5 ROVAL  30ML,28.848959999999998,52.6,G,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:48:12
4338,16 CAP | AMOXICILINA  500MG,16.526552,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:47:11
4339,100 ML  | MULUNGU TINTURA  40%; CAMOMILA TINTURA  30%; PASSIFLORA TINTURA  30%,23.124942,49.5,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:47:11
4340,180 CAP | CRAMBERRY EXT SECO  500MG; VIT C  200MG; ZINCO QUELADO  15MG,400.29316559999995,417.6,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:47:11
4341,90 CAP | MICROBIOMEX  250MG,470.2509,467.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:47:11
4342,30 CP  | MELATONINA ZS 1MG CAPS  30UN,25.423146000000003,44.7,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:46:12
4343,12 CAP | VITAMINA D  50000UI,8.879999999999999,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:46:12
4344,100 CAP | VIT C  1G; ZINCO  10MG,8.391127999999998,108.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:46:12
4345,10 CAP | IVERMECTINA  6MG,5.5914228,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:46:12
4346,90 CAP | METILFOLATO 1:10  200MCG; VIT B6  100MG; FOSFATIDIL COLINA  100MG; GLICINA  100MG; N ACETIL L CISTEINA  200MG; BIOTINA  5MG; NUTRICOLIN  150MG; TIROSINA  100MG,371.163798,378.8,CAP,8,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:45:12
4347,180 CAP | MIX RIGHT MISTURA (COMPRA)  500MG,98.21213999999999,126.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:44:13
4348,60 CAP | COLAGENO TIPO 2  40MG,65.76275999999999,91.1,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:42:12
4349,90 CP  | CAPSULAS UNHAS E CABELOS  90CAP,49.729504500000004,65.4,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:41:11
4350,60 G   | TERBINAFINA  1%; CREME BASE  60G,36.506736000000004,33.0,G,2,A89517D4-7EDA-4AB2-9A3B-09BC08963204,0,0,2020-07-22 21:40:22
4351,60 CAP | FLUOXETINA  10MG,7.404566399999999,44.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:40:12
4352,100 ML  | OCTOPIROX  1%; LC HIDROALC CAPILAR  100ML,11.55442,36.0,ML,2,A89517D4-7EDA-4AB2-9A3B-09BC08963204,0,0,2020-07-22 21:39:22
4353,30 CAP | BIFIDOBACTERIUM LONGUM  100MG; LACTOBACILLUS BIFIDUM  250MG; LACTOBACILLUS ACIDOPHILUS  250MG; BULGARICUS LACTOBACILLUS  100MG; LACTOBACILLUS RHAMNOSUS  100MG,62.70063900000001,85.1,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:38:12
4354,40 CAP | GRISEOFULVINA  150MG,26.999999999999996,47.0,CAP,1,A89517D4-7EDA-4AB2-9A3B-09BC08963204,0,0,2020-07-22 21:34:22
4355,30 ENV | BODYBALANCE  15G; SABOR TANGERINA  1G,155.94510420000003,184.6,ENV,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-22 21:34:11
4356,120 ML  | ERITROMICINA ESTOLATO  3%; LOCAO HIDROALCOOLICA  120ML,44.07139476,58.1,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:33:12
4357,30 ENV | PEG 4000  10G,40.760622,69.4,ENV,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:33:12
4358,30 ENV | L ARGININA  2500MG; LEUCINA L  300MG; TIROSINA L  150MG; L TAURINA  350MG; TADALAFIL 3.500MG; KCL  500MG; ACIDO ASCORBICO  1000MG; TRIMETILXANTINA MICROENCAPSULA  180MG; CROMO PICOLINATO  750MCG; SELENIO QUELATO  100MCG; MAGNESIO DIMALATO  500MG; ZINCO QUELATO  30MG; COBRE QUELATO  1MG,176.27578755000002,277.3,ENV,13,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:33:12
4359,30 G   | UREIA  10%; CLOBETASOL 0.050%; ACIDO SALICILICO 2.500%; BASE CREME  30G,7.9919683500000005,44.9,G,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:32:12
4360,120 CAP | TRIBULLUS TERRESTRIS  500MG,72.924,77.7,CAP,1,A89517D4-7EDA-4AB2-9A3B-09BC08963204,0,0,2020-07-22 21:31:22
4361,15 G   | ACIDO RETINOICO FORMUL 0.030%; HIDROQUINONA PO  2%; FLUOCINOLONA ACETONIDO 1:10 0.050%; BASE PRIMER  15G,16.13769378,39.9,G,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:30:11
4362,30 CAP | CRISINA  100MG; SERENOA REPENS  150MG; PYGEUM AFRICANUM   150MG; AJUGA TURKESTANICA  100MG; DOXAZOSINA  2MG; LICOPENO  5MG; VIT B1  35MG; ACIDO LIPOICO  120MG,90.39739164000001,122.2,CAP,8,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:27:12
4363,30 G   | ESTRADIOL BIOIDENTICO 0.500MG; ESTRIOL BIOIDENTICO 2.500MG; VEICULO ULTRA ABSOR HORMONAL  1G,1857.89595222,85.7,G,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:27:12
4364,30 G   | PROGESTERONA BIOIDENTICA  50MG; VEICULO ULTRA ABSOR HORMONAL  1G,1978.05321,88.9,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:27:12
4365,67 CAP | T3 SLOW RELEASE  9MCG,2.226956184,48.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:26:12
4366,67 CAP | T4  45MCG,2.135829015,48.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:25:11
4367,30 ENV | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDUM LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; ENTEROCOCCUS FAECIUM  100MG; INULINA  5G; SABOR LARANJA  1G; PO PARA SACHE COM FIBRAS  2G,152.271645,181.0,ENV,9,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:25:11
4368,67 CAP | CALCIO QUELADO  150MG; ZINCO QUELADO  30MG; SELENIO QUELADO  100MCG; MAGNESIO QUELADO 30%  200MG; BETACAROTENO  3MG; COBRE QUELADO 10% 1.500MG; BORO QUELADO  1MG; MANGANES QUELADO 20%  2MG; CROMO DINICOTIN GLICINATO  100MCG; SILICIO ORGANICO  3MG; VANADIO QUELADO 1%  20MCG; VIT B1  5MG; VIT B2  5MG; NIACINA NO FLUSH  10MG; VIT B5  30MG; VIT B6  20MG; ACIDO FOLICO  125MCG; VIT B12  125MCG; INOSITOL 9.750MG; VITAMINA K2 PÓ 1:10  60MCG; ALFA TOCOFEROL  100UI; BIOTINA  300MCG; COLECALCIFEROL  20000UI; VIT A   400UI; PIRIDOXAL-5-FOSFATO  6MG; COENZIMA Q10 PO  100MG; TAURINA  75MG; MOLIBDENIO QUELADO  80MCG,249.64002956349998,355.9,CAP,28,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:24:11
4369,86 CAP | HCG 1:1000  250UI,215.11515400000002,326.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:23:12
4370,30 G   | TESTOSTERONA BASE MICRONIZADA  1MG; VEICULO ULTRA ABSOR HORMONAL  1G,1164.304575,68.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:23:12
4371,90 CAP | SERENOA REPENS  320MG; BIOTINA  2MG; CISTEINA CLORIDRATO ANIDRA  50MG; METIONINA  50MG; VIT B1  5MG; VIT B5  20MG; VIT B6  10MG; METILFOLATO 1:10  240MCG; SILICIO QUELADO 5%  15MG; ZINCO GLICINA  7MG; COBRE QUELADO 0.500MG; BCAA PROTEIN  510MG,153.219120165,196.1,CAP,12,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:20:12
4372,30 CAP | BIFIDOBACTERIUM LACTIS  300MG; ACIDOPHILUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIA BIFIDUM  100MG; ENTEROCOCCUS FAECIUM  50MG; STREPTOCOCCUS TERMOPHILUS  50MG; FOS  500MG,80.72990250000001,106.1,CAP,11,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:19:11
4373,67 CAP | BUPROPIONA CLORIDRATO  300MG; EXCICAP LIBERACAO LENTA (LM)  100MG,84.56463959999999,102.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:19:11
4374,60 CP  | CAPSULAS UNHAS E CABELOS  60CAP,22.102002000000002,50.9,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:18:12
4375,120 CAP | QUERCETINA  500MG,206.26992,223.2,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:17:11
4376,60 CAP | VITAMINA D3 1:100  5000UI; VITAMINA K2 MK7  100MCG; VITAMINA A  500UI,4.7063999999999995,45.5,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:17:11
4377,360 CAP | ZINCO QUELADO  15MG,45.3120912,82.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:15:11
4378,60 CAP | CACTI-NEA  500MG; MOROSIL  500MG,302.38965,316.2,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:14:11
4379,60 ENV | RECOMPOSITOR MICROB POTENC ENV  1G; SABOR TANGERINA  1G,121.48695006,153.4,ENV,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-22 21:14:11
4380,240 CAP | MAGNESIO GLICIL GLUTAMINA  200MG,156.71088,169.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:13:11
4381,10 CAP | IVERMECTINA  6MG,5.5914228,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:13:11
4382,60 CAP | VITAMINA D 20.000UI CAP OLEOSA  60CAP,26.444001599999996,58.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:12:11
4383,60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI,21.822000000000003,46.8,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:10:12
4384,60 CAP | SELENIO QUELADO  50MCG; ZINCO QUELADO  15MG; COBRE QUELADO  1MG; PIRIDOXAL-5-FOSFATO  5MG; METILFOLATO 1:10  1MG,53.879599920000004,73.2,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:09:11
4385,30 ENV | TOCOTRIENOIS  40MG; ACIDO ASCORBICO REVESTIDO  500MG; MAGNESIO TREONATO  200MG; MAGNESIO DIMALATO  200MG; ACETIL L-CARNITINA HCL  600MG; L CITRULINA  500MG; L-GLICINA  300MG; L TAURINA  300MG; RIBOFLAVINA  50MG; NIACINAMIDA NO FLUSH  30MG; SELENIO GLICINA  100MCG; ZINCO GLICINA  30MG; COBRE GLICINA  1MG; VITAMINA D  15000UI; VIT A   2000UI; SABOR TANGERINA  1G; PO P/ REFRESCO S/ MALTODEX 4.500G,152.91387840000002,176.4,ENV,17,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:08:11
4386,30 G   | GRANACTIVE RETINOID  2%; ALFA ARBUTIN  5%; ACIDO KOJICO  4%; NICOTINAMIDA  5%; HYALOBOSTER-5 ROVAL  30ML,109.25273322000001,123.0,G,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:04:11
4387,90 CAP | PICOLINATO CROMO  200MCG; VANADIO  200MCG; PHOLIA MAGRA   150MG; PHOLIA NEGRA   150MG,194.79816,338.5,CAP,4,06A9FC09-FC1E-4A1B-852F-968DED21C590,0,0,2020-07-22 21:03:47
4388,28 CAP | CLARITROMICINA  500MG,111.573,132.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:02:11
4389,6 CAP | VIT D3 (1:10)  50000UI,4.4399999999999995,37.2,CAP,1,8B7BC6CA-06AE-456D-B4E9-E1B97F6FE547,0,0,2020-07-22 21:02:06
4390,90 CAP | FASEOLAMINA  300MG; COENZIMA Q10  100MG; IRVINGIA GABONENSIS  100MG; NALTREXONA   3MG; BUPROPIONA  75MG,227.59535925,315.1,CAP,5,06A9FC09-FC1E-4A1B-852F-968DED21C590,0,0,2020-07-22 21:01:47
4391,28 CP  | LANSOPRAZOL 30MG CAPS  28CAP,6.0863292,46.0,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 21:01:12
4392,56 CAP | AMOXICILINA  500MG,57.842932,78.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:01:12
4393,30 ML  | TESTOSTERONE BASE  30MG; PENTRAVAN  1ML,3501.379278,87.8,ML,2,06A9FC09-FC1E-4A1B-852F-968DED21C590,4,0,2020-07-22 21:00:46
4394,90 ENV | RIBOSE D  5G; AMIDO  500MG; SABOR UVA  1G; PO P/ REFRESCO S/ MALTODEX 4.500G,337.91029425,614.0,ENV,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4395,30 ML  | SOLUCAO DE MINOXIDIL 5%  5%,13.916664899999999,35.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-22 21:00:11
4396,90 ENV | GLUCOSAMINA SULFATO 1.500G; SABOR LARANJA  1G,178.20251505,234.0,ENV,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4397,120 CAP | MULUNGU EXT SECO  110MG; MELISSA EXT SECO  160MG; PASSIFLORA  70MG; CAMOMILA EXT SECO  100MG; VALERIANA  40MG,54.3503028,107.0,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4398,90 CAP | ASHWAGANDHA EXTRATO  80MG,17.368473599999998,51.2,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4399,90 CAP | RHODIOLA ROSEA EXT SECO  120MG,35.7636384,65.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4400,45 CAP | GABA  400MG,50.109083999999996,69.1,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 21:00:11
4401,5 CAP | HIDROXICLOROQUINA  400MG,60.8,81.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:59:11
4402,60 CAP | LUMINECENSE INN  50MG; OXYCOA  250MG; PHYTOSOME  60MG; ASTAXANTINA  4MG; LICOPENO  2MG; BETACAROTENO   10MG; L LISINA  150MG; BIOTINA  10MG; EXSYNUTRIMENT  150MG,614.24430384,345.0,CAP,9,7DB26D58-B07D-4DF8-97C0-65F5648320E3,0,0,2020-07-22 20:59:10
4403,60 UN  | CONC METILCOBALAMINA  1000MCG; METILFOLATO 1:10 1.500MG; AROMA MORANGO LIQ SEM CORANTE  0.400%; STRIP ORAL   1UN,7215.249878292,149.1,UN,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:58:11
4404,90 CAP | CLOMIFENO CITRATO  100MG,274.275045,283.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:57:11
4405,90 CAP | FASEOLAMINA  300MG; NALTREXONA   3MG; BUPROPIONA  75MG; TADALAFILA  5MG,114.35524425,153.8,CAP,4,06A9FC09-FC1E-4A1B-852F-968DED21C590,0,0,2020-07-22 20:56:48
4406,270 CAP | BETAINA HCL  250MG,60.8174325,84.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:56:11
4407,100 ML  | AC SALICILICO  2%; BETAMETASONA(C/DIPROPI MP 1:10 0.050%; SOLUCAO CAPILAR BASE  100ML,21.4860658,45.6,ML,3,8B7BC6CA-06AE-456D-B4E9-E1B97F6FE547,0,0,2020-07-22 20:56:06
4408,200 CAP | VITAMINA D 10.000UI CAPS  200CAP,387.33332,97.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:55:11
4409,160 CAP | SILIMARINA  100MG,29.971023999999996,66.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:55:11
4410,120 CAP | ANASTROZOL  0.800MG,101.50096032,117.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:55:11
4411,90 G   | TESTOSTERONA BASE  25MG; VEICULO ULTRA ABSOR HORMONAL  1G,5005.426724999999,194.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:55:11
4412,30 CAP | MELATONINA  3MG,21.97797768,35.0,CAP,1,7DB26D58-B07D-4DF8-97C0-65F5648320E3,1,0,2020-07-22 20:55:07
4413,30 CAP | FLUOXETINA  15MG; TOPIRAMATO  15MG; ALOINA  50MG; ESPIRONOLACTONA  30MG; SENE  300MG,55.3619871,74.7,CAP,5,06A9FC09-FC1E-4A1B-852F-968DED21C590,0,0,2020-07-22 20:54:48
4414,200 CAP | ZINCO QUELADO  30MG; COBRE QUELADO  2MG,62.692046,86.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:54:11
4415,90 CAP | T4  40MCG,2.5502436,50.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:54:11
4416,180 CAP | T3 SLOW RELEASE  7MCG,4.65334128,60.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:54:11
4417,60 CAP | BROMETO DE POTASSIO  250MG,2.12535,93.0,CAP,1,7DB26D58-B07D-4DF8-97C0-65F5648320E3,0,0,2020-07-22 20:54:06
4418,60 CAP | TIROSINA  400MG; TADALAFILA  5MG; NADH  5MG; METIL COBALAMINA  2MG; HIDROCORTISONA BASE  10MG,245.42009783999998,199.9,CAP,5,06A9FC09-FC1E-4A1B-852F-968DED21C590,4,0,2020-07-22 20:53:47
4419,90 CAP | DHEA PO  25MG,243.00000000000003,255.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:53:11
4420,1 KG  | VASELINA SOLIDA  1KG,134.26985,202.6,KG,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:53:11
4421,150 ML  | MENTOL CRISTAIS 0.020%; IRGASAN 0.500%; ALANTOINA 0.500%; AC LACTICO  1%; TEA TREE OIL  2%; OL COPAIBA  1%; SABONETE INTIMO P  150ML,21.034041900000002,51.0,ML,7,BA0DA2D8-0657-4463-8E5F-178B823F2A67,4,0,2020-07-22 20:52:12
4422,180 CP  | HIDROCORTISONA 20MG 70/30  180UN,906.4297548,292.0,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:52:11
4423,60 CAP | GREEN TEA EXT SECO  100MG; MACA PO 10%  250MG; SILIMARINA  50MG; OSTARINE  16MG; MAGNESIO GLICINA  200MG; INSEA2  250MG; ACIDO ASCORBICO  100MG; BETA ALANINA  400MG; LONG JACK EXT SECO  70MG,615.4071516,627.5,CAP,9,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:52:11
4424,15 G   | ASCORBATO SODIO  10%; ALFA ARBUTIN  4%; EYESERYL  5%; BIORUSOL  2%; SESAFLASH  5%; CREME PARA AREA DOS OLHOS  15G,55.47765569999999,72.0,G,6,7DB26D58-B07D-4DF8-97C0-65F5648320E3,0,0,2020-07-22 20:52:05
4425,90 CAP | MELATONINA  1MG; THEANINA  100MG,55.63520568,75.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-22 20:51:11
4426,30 CAP | OSTARINE  15MG,99.63072,127.5,CAP,1,1DA46F55-BA5B-4089-9D2E-E3B59A7CC9C0,1,0,2020-07-22 20:51:06
4427,55 G   | NEOMICINA SULFATO  25MG; MICONAZOL  100MG; TINIDAZOL USO EXTERNO  150MG; BASE CREME NAO IONICO CONCENTR  5G,441.36706762499995,57.0,G,4,BA0DA2D8-0657-4463-8E5F-178B823F2A67,4,0,2020-07-22 20:50:12
4428,180 ML  | TINTURA DE MULUNGU  60ML; TINTURA DE MELISSA  60ML; TINTURA DE PASSIFLORA  60ML,163.7064756,77.0,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:50:11
4429,270 CP  | OMEGA 3 POWER (EPA 500/DHA200)  270UN,660.7231722,287.0,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:49:11
4430,30 G   | IVERMECTINA  1%; BASE COMPLET  30G,46.79400642,72.2,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:49:11
4431,100 ML  | NIACINAMIDA PC (USO TOPICO)  5%; GLUCONOLACTONA  3%; PCA-NA  4%; HIDROVITON  5%; TONICO CALMANTE HIDRATANTE  100ML,35.7148368,62.0,ML,5,7DB26D58-B07D-4DF8-97C0-65F5648320E3,4,0,2020-07-22 20:49:05
4432,60 CAP | NALTREXONA   3MG; PICOLINATO CROMO  200MCG; VANADIO  200MCG; TIROSINA  300MG; METIL COBALAMINA  2MG; PIPERINA  5MG; CAPSIATE  5MG,162.70156344,171.0,CAP,7,06A9FC09-FC1E-4A1B-852F-968DED21C590,4,0,2020-07-22 20:48:47
4433,60 CAP | TIAMINA  100MG; PIRIDOXINA  100MG; AC LIPOICO  100MG; MAGNESIO GLICINA  100MG; PICOLINATO CROMO   200MCG,67.822836,109.9,CAP,5,A89517D4-7EDA-4AB2-9A3B-09BC08963204,0,0,2020-07-22 20:48:22
4434,90 ML  | VITAMINA D LIQ 40.000UI/ML  100UI; VITAMINA A OLEOSA ORAL  10UI; OLEO ESSENCIAL DE MENTA ORAL  1%; SOLUCAO GOTAS P/ VIT OLEOSAS 0.050ML,16091.923574700002,65.0,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:48:11
4435,120 CAP | ACIDO TRANEXAMICO  250MG; BIOTINA 2.500MG; PICNOGENOL  50MG,226.49691,228.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-22 20:47:11
4436,120 CAP | ZINCO QUELADO  20MG,20.1387072,49.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-22 20:47:11
